timestamp_ms,rssi,snr,timestamp_s_server_side,total_packet_count_av,total_packet_count_gse,FlightState,dual_board_connectivity_state_flag,recovery_checks_complete_and_flight_ready,GPS_fix_flag,payload_connection_flag,camera_controller_connection_flag,GPS_latitude,GPS_longitude,navigationStatus,qw,qx,qy,qz
285000,0,0,285,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
286000,0,0,286,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
287000,0,0,287,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
288000,0,0,288,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
289000,0,0,289,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
290000,0,0,290,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
291000,0,0,291,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
292000,0,0,292,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
293000,0,0,293,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
294000,0,0,294,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
295000,0,0,295,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
296000,0,0,296,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
297000,0,0,297,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
298000,0,0,298,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
299000,0,0,299,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
300000,0,0,300,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
301000,0,0,301,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
302000,0,0,302,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
303000,0,0,303,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
304000,0,0,304,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
305000,0,0,305,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
306000,0,0,306,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
307000,0,0,307,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
308000,0,0,308,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
309000,0,0,309,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
310000,0,0,310,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
311000,0,0,311,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
312000,0,0,312,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
313000,0,0,313,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
314000,0,0,314,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
315000,0,0,315,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
316000,0,0,316,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
317000,0,0,317,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
318000,0,0,318,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
319000,0,0,319,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
320000,0,0,320,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
321000,0,0,321,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
322000,0,0,322,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
323000,0,0,323,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
324000,0,0,324,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
325000,0,0,325,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
326000,0,0,326,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
327000,0,0,327,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
328000,0,0,328,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
329000,0,0,329,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
330000,0,0,330,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
331000,0,0,331,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
332000,0,0,332,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
333000,0,0,333,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
334000,0,0,334,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
335000,0,0,335,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
336000,0,0,336,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
337000,0,0,337,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
338000,0,0,338,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
339000,0,0,339,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
340000,0,0,340,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
341000,0,0,341,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
342000,0,0,342,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
343000,0,0,343,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
344000,0,0,344,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
345000,0,0,345,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
346000,0,0,346,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
347000,0,0,347,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
348000,0,0,348,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
349000,0,0,349,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
350000,0,0,350,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
351000,0,0,351,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
352000,0,0,352,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
353000,0,0,353,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
354000,0,0,354,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
355000,0,0,355,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
356000,0,0,356,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
357000,0,0,357,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
358000,0,0,358,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
359000,0,0,359,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
360000,0,0,360,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
361000,0,0,361,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
362000,0,0,362,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
363000,0,0,363,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
364000,0,0,364,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
365000,0,0,365,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
366000,0,0,366,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
367000,0,0,367,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
368000,0,0,368,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
369000,0,0,369,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
370000,0,0,370,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
371000,0,0,371,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
372000,0,0,372,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
373000,0,0,373,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
374000,0,0,374,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
375000,0,0,375,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
376000,0,0,376,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
377000,0,0,377,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
378000,0,0,378,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
379000,0,0,379,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
380000,0,0,380,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
381000,0,0,381,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
382000,0,0,382,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
383000,0,0,383,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
384000,0,0,384,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
385000,0,0,385,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
386000,0,0,386,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
387000,0,0,387,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
388000,0,0,388,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
389000,0,0,389,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
390000,0,0,390,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
391000,0,0,391,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
392000,0,0,392,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
393000,0,0,393,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
394000,0,0,394,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
395000,0,0,395,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
396000,0,0,396,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
397000,0,0,397,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
398000,0,0,398,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
399000,0,0,399,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
400000,0,0,400,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
401000,0,0,401,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
402000,0,0,402,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
403000,0,0,403,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
404000,0,0,404,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
405000,0,0,405,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
406000,0,0,406,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
407000,0,0,407,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
408000,0,0,408,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
409000,0,0,409,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
410000,0,0,410,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
411000,0,0,411,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
412000,0,0,412,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
413000,0,0,413,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
414000,0,0,414,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
415000,0,0,415,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
416000,0,0,416,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
417000,0,0,417,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
418000,0,0,418,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
419000,0,0,419,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
420000,0,0,420,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
421000,0,0,421,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
422000,0,0,422,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
423000,0,0,423,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
424000,0,0,424,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
425000,0,0,425,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
426000,0,0,426,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
427000,0,0,427,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
428000,0,0,428,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
429000,0,0,429,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
430000,0,0,430,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
431000,0,0,431,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
432000,0,0,432,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
433000,0,0,433,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
434000,0,0,434,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
435000,0,0,435,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
436000,0,0,436,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
437000,0,0,437,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
438000,0,0,438,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
439000,0,0,439,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
440000,0,0,440,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
441000,0,0,441,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
442000,0,0,442,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
443000,0,0,443,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
444000,0,0,444,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
445000,0,0,445,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
446000,0,0,446,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
447000,0,0,447,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
448000,0,0,448,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
449000,0,0,449,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
450000,0,0,450,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
451000,0,0,451,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
452000,0,0,452,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
453000,0,0,453,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
454000,0,0,454,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
455000,0,0,455,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
456000,0,0,456,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
457000,0,0,457,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
458000,0,0,458,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
459000,0,0,459,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
460000,0,0,460,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
461000,0,0,461,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
462000,0,0,462,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
463000,0,0,463,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
464000,0,0,464,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
465000,0,0,465,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
466000,0,0,466,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
467000,0,0,467,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
468000,0,0,468,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
469000,0,0,469,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
470000,0,0,470,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
471000,0,0,471,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
472000,0,0,472,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
473000,0,0,473,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
474000,0,0,474,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
475000,0,0,475,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
476000,0,0,476,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
477000,0,0,477,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
478000,0,0,478,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
479000,0,0,479,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
480000,0,0,480,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
481000,0,0,481,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
482000,0,0,482,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
483000,0,0,483,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
484000,0,0,484,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
485000,0,0,485,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
486000,0,0,486,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
487000,0,0,487,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
488000,0,0,488,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
489000,0,0,489,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
490000,0,0,490,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
491000,0,0,491,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
492000,0,0,492,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
493000,0,0,493,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
494000,0,0,494,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
495000,0,0,495,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
496000,0,0,496,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
497000,0,0,497,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
498000,0,0,498,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
499000,0,0,499,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
500000,0,0,500,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
501000,0,0,501,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
502000,0,0,502,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
503000,0,0,503,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
504000,0,0,504,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
505000,0,0,505,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
506000,0,0,506,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
507000,0,0,507,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
508000,0,0,508,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
509000,0,0,509,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
510000,0,0,510,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
511000,0,0,511,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
512000,0,0,512,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
513000,0,0,513,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
514000,0,0,514,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
515000,0,0,515,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
516000,0,0,516,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
517000,0,0,517,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
518000,0,0,518,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
519000,0,0,519,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
520000,0,0,520,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
521000,0,0,521,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
522000,0,0,522,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
523000,0,0,523,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
524000,0,0,524,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
525000,0,0,525,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
526000,0,0,526,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
527000,0,0,527,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
528000,0,0,528,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
529000,0,0,529,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
530000,0,0,530,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
531000,0,0,531,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
532000,0,0,532,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
533000,0,0,533,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
534000,0,0,534,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
535000,0,0,535,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
536000,0,0,536,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
537000,0,0,537,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
538000,0,0,538,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
539000,0,0,539,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
540000,0,0,540,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
541000,0,0,541,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
542000,0,0,542,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
543000,0,0,543,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
544000,0,0,544,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
545000,0,0,545,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
546000,0,0,546,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
547000,0,0,547,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
548000,0,0,548,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
549000,0,0,549,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
550000,0,0,550,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
551000,0,0,551,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
552000,0,0,552,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
553000,0,0,553,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
554000,0,0,554,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
555000,0,0,555,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
556000,0,0,556,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
557000,0,0,557,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
558000,0,0,558,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
559000,0,0,559,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
560000,0,0,560,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
561000,0,0,561,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
562000,0,0,562,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
563000,0,0,563,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
564000,0,0,564,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
565000,0,0,565,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
566000,0,0,566,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
567000,0,0,567,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
568000,0,0,568,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
569000,0,0,569,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
570000,0,0,570,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
571000,0,0,571,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
572000,0,0,572,0,0,0,0,0,1,0,0,31.0423909,-103.522765,G3,1,0,0,0
